time,SpO2,Heartbeat,Temperature
2024-02-15 21:05:16,97,86,36.83156956
2024-03-06 17:00:47,98,71,36.25521889
2024-03-07 20:22:24,97,62,37.1606022
2024-03-11 05:59:40,98,88,36.146835
2024-02-16 03:01:36,95,99,37.45416504
2024-02-25 10:04:01,97,82,36.51857651
2024-02-09 11:02:14,95,77,36.56940982
2024-01-13 00:52:05,95,85,37.31469357
2024-03-06 12:46:13,99,83,37.37612863
2024-02-27 15:19:28,99,82,36.03499339
2024-01-13 01:16:32,100,67,36.95521387
2024-03-11 11:10:42,95,71,36.06217212
2024-03-04 19:53:55,100,91,36.37863676
2024-03-12 04:11:27,99,79,36.36873154
2024-02-19 00:58:33,97,83,36.0724068
2024-03-16 06:20:13,98,63,37.10675678
2024-03-04 23:16:39,97,100,36.98886018
2024-01-16 09:00:54,96,65,36.66602264
2024-01-04 00:44:22,96,87,36.0652231
2024-01-05 00:48:20,100,66,36.26524267
2024-01-31 14:26:17,98,81,37.24217625
2024-02-17 18:22:38,98,99,37.42437491
2024-02-07 04:41:25,95,69,37.03083916
2024-03-12 02:39:23,95,100,37.07299111
2024-01-07 23:01:59,97,63,36.37640592
2024-02-06 09:05:35,98,84,36.41900924
2024-02-28 03:33:45,99,95,36.27861899
2024-01-02 03:33:52,97,71,37.22655872
2024-03-10 08:24:52,100,77,36.65981226
2024-01-22 04:55:43,95,76,37.18839673
2024-03-15 21:12:39,100,88,36.31715826
2024-02-25 08:37:06,96,81,37.28949504
2024-02-02 05:19:42,100,92,37.41707358
2024-03-10 18:23:38,98,79,36.46739404
2024-01-23 03:17:36,95,77,37.00298801
2024-02-26 01:44:37,95,89,37.35471427
2024-01-30 06:23:13,100,70,37.41031875
2024-02-16 16:24:25,97,90,36.74444478
2024-02-15 16:17:53,97,65,36.09521862
2024-02-10 22:09:40,96,86,37.41834623
2024-02-16 03:07:50,96,98,36.46363701
2024-01-24 18:38:57,97,100,36.01732665
2024-02-09 19:16:53,95,94,36.63826621
2024-02-14 19:34:15,98,82,36.10899309
2024-02-18 20:40:18,100,90,36.63225379
2024-02-06 14:49:24,99,64,36.43418721
2024-02-11 03:06:12,98,86,37.43370456
2024-03-09 07:08:51,98,70,36.29755863
2024-01-13 22:43:46,98,98,36.45082653
2024-02-17 09:14:53,95,98,37.1836259
2024-02-29 21:21:58,97,98,36.38337724
2024-01-30 06:45:56,97,79,36.93975138
2024-03-04 07:32:00,99,93,37.31884444
2024-01-17 02:52:39,96,67,36.48712378
2024-01-24 22:31:37,98,68,36.50833774
2024-02-03 00:24:55,96,67,36.57573497
2024-02-20 21:02:22,96,82,36.86670179
2024-03-04 15:06:00,95,99,37.06044158
2024-02-10 21:39:25,98,75,36.76234994
2024-01-12 09:49:07,100,60,36.15361344
2024-01-12 01:15:52,97,60,37.26027536
2024-01-05 03:34:12,99,87,36.02415735
2024-02-23 07:41:44,95,68,36.2342899
2024-02-12 02:26:52,100,81,36.15868799
2024-01-01 05:08:49,98,69,36.91471903
2024-03-13 07:39:33,95,67,36.69056228
2024-01-20 02:23:44,97,94,36.24637518
2024-01-07 16:08:38,97,100,36.00733886
2024-01-30 06:02:12,95,68,36.57543571
2024-03-10 21:40:32,95,66,37.0769585
2024-01-03 18:25:34,95,83,37.10387167
2024-02-19 21:32:45,96,81,36.98018286
2024-02-29 17:38:46,97,82,36.85080215
2024-01-09 18:22:27,99,76,37.00531418
2024-02-06 13:23:47,96,100,36.25153416
2024-03-17 18:30:14,96,75,37.01046347
2024-02-14 20:10:09,97,85,36.82623861
2024-01-26 00:41:06,99,84,36.98407263
2024-02-18 12:41:18,95,87,36.134809
2024-01-17 15:13:42,97,64,37.35878799
2024-02-15 01:59:30,95,89,36.77348621
2024-01-29 23:59:13,96,72,36.67183345
2024-01-07 10:15:21,95,96,37.15273885
2024-02-16 21:49:52,95,98,37.17966411
2024-01-02 18:52:03,95,64,36.03559436
2024-03-14 07:28:22,96,63,36.5910157
2024-01-07 03:09:05,99,86,36.12407148
2024-01-23 19:45:34,95,68,36.14305013
2024-03-12 09:43:43,96,99,36.23332841
2024-01-14 13:50:13,100,63,36.94554624
2024-03-02 13:23:55,96,80,36.04143464
2024-03-02 05:05:32,98,83,37.48447665
2024-01-14 16:52:39,96,67,37.30055397
2024-02-17 05:35:53,100,87,36.70892774
2024-02-24 22:55:32,97,64,36.99655599
2024-01-29 07:45:06,97,96,36.02231366
2024-02-22 07:37:35,97,93,37.40687892
2024-02-15 17:42:00,95,68,36.68502236
2024-03-05 18:26:15,97,86,36.79902844
2024-02-12 11:50:41,100,88,36.47545487
2024-01-08 01:47:12,99,61,37.22485998
2024-02-15 21:17:54,100,77,36.0721739
2024-01-29 22:13:32,99,87,37.34545962
2024-02-17 18:12:45,98,76,36.20362317
2024-01-05 18:11:25,95,100,36.92761741
2024-02-29 06:23:46,100,78,36.11293213
2024-03-13 13:14:58,96,89,36.71109644
2024-03-01 06:44:33,97,80,36.79418333
2024-01-29 18:15:44,99,88,36.59091165
2024-02-29 05:17:38,99,63,36.00037188
2024-01-18 04:22:11,100,97,36.64210014
2024-01-31 21:36:58,96,100,36.28420018
2024-03-04 00:02:41,95,71,36.00716344
2024-02-20 07:16:01,98,92,37.08888241
2024-01-06 21:49:26,98,64,36.10864977
2024-02-12 23:48:10,96,91,37.13552354
2024-01-05 07:58:04,100,75,36.18579273
2024-02-05 19:20:36,97,80,37.4779924
2024-02-27 03:16:02,99,72,36.09996508
2024-01-16 03:09:26,96,66,36.88599506
2024-01-14 22:40:34,95,61,37.38887932
2024-02-21 05:33:30,100,61,37.48578438
2024-02-10 17:45:10,100,94,37.2212424
2024-03-15 16:32:34,96,91,36.90460318
2024-01-16 22:09:30,99,93,37.48621315
2024-02-02 13:38:05,99,81,36.43316087
2024-02-14 09:14:35,98,99,37.42659261
2024-01-20 04:04:30,98,99,37.04071817
2024-02-29 22:39:12,99,93,36.61654173
2024-02-11 08:34:18,100,94,36.82091625
2024-03-01 11:04:23,97,81,36.69928908
2024-01-21 01:54:18,97,93,37.03538016
2024-02-26 21:18:24,95,84,37.44706295
2024-02-09 06:21:37,96,90,37.30495243
2024-01-28 16:50:22,95,97,36.68556568
2024-03-04 05:38:08,96,70,36.52679863
2024-03-02 08:08:41,99,95,37.11293892
2024-02-23 00:33:15,100,64,37.10468135
2024-02-13 10:13:14,97,70,36.79277886
2024-01-22 07:55:24,100,93,36.2492613
2024-01-05 18:21:26,100,72,36.39890585
2024-01-25 07:26:17,99,83,36.29924615
2024-01-18 06:02:14,98,76,36.22847859
2024-02-11 03:20:45,97,61,36.47822644
2024-02-19 01:46:18,95,85,36.303766
2024-03-16 10:18:57,98,64,36.17359313
2024-01-02 22:21:32,100,62,36.44330015
2024-03-07 00:11:10,99,77,36.05565565
2024-02-12 13:58:27,98,79,36.18931421
2024-03-07 21:55:03,98,93,36.30929481
2024-01-29 05:02:46,99,87,37.07201463
2024-02-17 16:18:48,95,87,37.27802241
2024-02-19 14:23:45,96,66,36.09192884
2024-02-20 15:45:24,98,70,37.22971802
2024-01-16 13:45:09,96,99,37.15982662
2024-01-24 15:15:28,100,82,36.85911477
2024-02-22 03:18:00,99,99,36.56088941
2024-01-25 00:51:03,97,70,36.04300946
2024-01-20 05:05:22,97,94,37.25594436
2024-01-01 14:21:23,96,96,37.44818343
2024-01-29 15:03:53,100,100,36.90124234
2024-01-09 21:00:14,100,75,36.5846251
2024-02-21 00:40:08,96,71,37.09811612
2024-03-14 01:00:09,99,73,37.26244222
2024-02-02 12:07:31,99,93,36.15957457
2024-01-09 03:42:56,98,76,36.03822227
2024-01-05 04:57:44,95,60,36.03502657
2024-01-16 23:55:11,97,92,36.65346753
2024-03-05 23:07:43,99,95,36.04409827
2024-02-04 10:52:04,100,77,36.33820044
2024-01-25 08:43:36,98,89,36.88873478
2024-02-07 08:09:18,100,89,36.10438405
2024-03-02 12:55:22,96,86,36.3325704
2024-01-15 03:25:12,97,76,37.49349019
2024-03-08 13:42:09,98,90,36.18159606
2024-01-15 10:16:08,100,72,37.44339196
2024-02-15 22:40:29,98,77,36.47502708
2024-03-09 02:52:50,98,76,36.64453312
2024-01-19 11:03:32,98,86,36.4346763
2024-02-12 10:53:06,95,95,36.26690984
2024-03-04 23:40:17,97,80,36.9386923
2024-02-01 11:09:55,99,62,37.03293283
2024-02-06 14:16:38,98,76,36.53106806
2024-01-09 17:51:41,97,89,36.44458785
2024-02-02 20:32:35,97,64,36.37235163
2024-02-29 01:36:08,96,65,36.97305416
2024-02-21 00:38:59,98,89,36.79504518
2024-02-13 02:41:13,98,84,36.08472408
2024-02-15 04:00:43,95,79,37.25386388
2024-03-11 22:28:06,97,72,36.00218798
2024-01-28 00:39:43,100,69,37.37883176
2024-01-18 01:50:12,100,83,37.21424361
2024-03-10 04:31:50,98,68,37.15935481
2024-02-12 14:09:47,99,84,36.42117602
2024-01-03 11:42:49,96,67,36.49808289
2024-03-08 15:21:46,98,78,36.14175338
2024-01-09 08:35:54,99,82,37.13075881
2024-01-26 23:41:48,95,60,36.93677296
2024-01-10 01:37:19,96,96,36.87184357
2024-01-27 10:34:53,98,75,37.15137647
2024-01-23 11:45:03,96,62,37.3278535
2024-01-27 20:56:06,98,95,37.30695343
2024-01-03 14:47:32,99,86,37.35933744
2024-02-20 00:59:58,98,82,36.56984304
2024-01-11 02:47:15,97,99,36.41981438
2024-02-13 06:12:02,95,77,37.39978718
2024-02-14 12:34:38,97,98,36.94758363
2024-02-20 04:17:04,95,70,36.70003083
2024-01-02 01:12:27,97,85,36.85157249
2024-03-07 13:14:28,95,78,36.40789529
2024-02-16 06:25:35,95,95,37.34501252
2024-01-07 03:37:52,98,79,36.02845943
2024-02-29 15:30:16,97,74,37.37827014
2024-02-19 01:06:07,95,87,37.27476004
2024-01-20 18:46:33,97,89,36.71271039
2024-01-16 07:11:29,99,68,37.28383043
2024-01-14 18:21:59,96,80,36.2743054
2024-01-14 04:34:37,96,86,37.09173812
2024-03-07 21:42:10,95,75,36.76774007
2024-01-10 03:22:18,97,63,36.90528681
2024-01-26 11:35:04,97,80,37.10790431
2024-01-01 02:26:22,97,81,37.20840705
2024-02-15 02:25:01,97,74,36.36766191
2024-02-18 17:37:48,96,60,36.87095074
2024-01-07 22:53:56,99,69,36.26379124
2024-02-03 06:55:00,96,90,36.38036915
2024-03-10 13:05:15,96,81,37.20277094
2024-02-26 14:48:55,99,94,37.25017722
2024-03-12 23:50:25,96,88,37.12095271
2024-01-07 03:18:25,97,66,37.38047572
2024-02-22 21:51:12,97,86,37.05858349
2024-01-09 17:14:27,95,88,36.54845448
2024-01-19 13:51:32,98,69,36.00648879
2024-01-23 06:07:29,96,93,37.28680894
2024-01-03 07:00:50,96,65,37.44432243
2024-01-24 20:40:08,97,94,36.99466175
2024-01-19 02:46:09,97,68,36.30168488
2024-02-29 16:19:29,95,76,36.81929534
2024-03-13 01:56:51,100,74,36.44677691
2024-03-16 03:08:57,96,62,36.40611943
2024-01-13 12:59:32,100,99,37.09025924
2024-02-01 21:34:47,96,63,36.99395405
2024-01-01 11:18:28,96,88,36.00451487
2024-02-15 13:52:49,99,81,37.45429974
2024-01-25 22:19:43,95,97,37.42001261
2024-02-02 20:10:53,100,83,37.13948014
2024-01-15 19:13:32,95,79,36.89236715
2024-01-30 20:15:37,96,94,36.11738203
2024-01-14 10:08:43,97,79,37.4569262
2024-01-25 17:24:27,100,82,36.10339644
2024-01-16 00:20:54,98,68,36.47622911
2024-03-16 02:33:56,100,71,36.98015714
2024-03-13 03:14:34,98,64,36.6023572
2024-01-08 00:01:40,100,98,36.5095369
2024-01-12 16:54:22,99,72,36.98801728
2024-03-01 17:51:28,95,99,36.06943453
2024-01-26 06:53:26,99,78,36.18172552
2024-02-10 22:57:14,95,85,36.37830062
2024-03-01 14:09:19,99,100,37.41478172
2024-01-01 23:13:06,99,60,37.11753881
2024-01-08 04:57:51,95,76,37.46823305
2024-01-30 04:54:59,99,75,36.54088579
2024-01-18 18:11:49,95,64,37.47525601
2024-02-10 06:37:01,97,95,36.02326751
2024-02-05 22:06:43,95,89,36.68800957
2024-02-16 10:57:37,97,88,37.4310545
2024-01-17 02:18:32,97,99,37.39572851
2024-03-04 05:50:25,96,89,37.23727844
2024-02-06 03:47:11,97,76,37.416326
2024-03-08 10:24:57,100,77,36.7951106
2024-03-13 10:14:05,96,69,36.25196363
2024-02-20 00:22:29,100,89,36.51196346
2024-02-12 23:51:57,96,91,37.01910598
2024-02-04 09:49:36,100,94,36.31275193
2024-02-13 03:29:06,96,69,37.03471867
2024-01-14 09:02:11,95,85,37.27389285
2024-03-17 12:23:10,95,74,36.31649664
2024-02-17 20:25:54,96,61,36.76676436
2024-01-07 22:02:50,96,76,36.57360952
2024-02-26 06:04:43,100,80,36.35874791
2024-02-14 04:23:53,95,95,37.28774641
2024-03-08 18:32:32,98,87,36.57998276
2024-02-14 14:09:26,100,86,36.92627508
2024-03-14 20:35:45,96,72,36.84910125
2024-02-14 16:48:56,95,84,36.17930761
2024-02-23 03:57:08,98,98,37.39060141
2024-02-02 02:46:24,98,65,36.56566014
2024-02-12 04:16:09,99,62,36.82893074
2024-02-02 15:17:42,99,60,36.59960795
2024-03-11 00:11:01,97,74,36.16634344
2024-01-09 07:21:36,97,67,36.73538702
2024-03-10 00:46:48,99,65,36.07251547
2024-01-01 02:36:19,95,93,37.35592571
2024-03-07 00:18:55,97,99,36.29456143
2024-01-25 16:09:05,97,77,37.14484639
2024-02-13 04:18:28,98,66,37.1108893
2024-02-28 09:16:52,98,68,36.77813788
2024-02-23 19:04:45,95,81,37.26455861
2024-01-30 05:54:05,95,73,36.14294841
2024-02-01 11:34:49,95,64,37.26056839
2024-02-29 12:51:54,99,63,37.02954184
2024-02-13 20:19:56,99,76,37.02581979
2024-01-17 18:37:05,98,89,37.15371985
2024-01-24 08:25:14,99,78,37.01440863
2024-03-02 21:06:53,97,96,37.16167556
2024-03-14 15:11:48,95,100,37.45557829
2024-02-19 09:28:23,99,99,36.57254621
2024-01-18 00:23:38,95,83,37.1844732
2024-02-13 06:26:38,100,69,36.44582594
2024-03-11 18:21:26,95,97,36.12304531
2024-02-08 19:58:37,97,99,36.94924309
2024-01-31 07:52:24,95,95,37.03680095
2024-01-14 10:40:44,98,60,37.34624726
2024-02-06 19:16:08,99,64,36.19656044
2024-03-17 14:58:35,95,93,36.19664638
2024-03-15 18:35:36,97,72,36.16375435
2024-02-16 13:50:18,95,66,37.41945773
2024-02-08 19:09:33,96,72,36.63962001
2024-01-06 01:33:19,99,71,36.26947089
2024-01-13 00:24:30,98,72,36.14619406
2024-01-05 02:03:24,96,71,36.97901232
2024-02-26 17:49:35,98,82,36.47666846
2024-02-02 13:12:11,99,69,36.94571156
2024-03-18 02:04:31,100,100,37.31401643
2024-01-13 07:42:43,98,75,36.31563682
2024-03-15 22:07:53,97,99,37.02151098
2024-01-04 20:39:06,98,89,37.3578505
2024-02-11 17:10:10,97,88,36.58428326
2024-02-12 07:44:52,100,99,37.20238869
2024-01-25 08:42:28,98,72,36.17469248
2024-01-03 08:13:16,100,97,36.80960245
2024-01-14 15:20:36,96,62,36.88051258
2024-03-08 13:52:58,96,76,37.0650588
2024-02-01 21:19:47,96,62,37.13691619
2024-02-03 07:11:05,100,85,37.17478853
2024-02-27 18:32:14,96,100,36.01835228
2024-01-17 05:34:59,98,63,36.99431284
2024-01-09 15:50:15,96,83,37.22469521
2024-02-12 10:37:08,100,62,36.58488922
2024-01-22 00:47:42,99,70,37.21761614
2024-03-18 11:07:19,95,65,37.20192448
2024-01-03 02:23:34,100,89,37.46255113
2024-02-19 11:05:31,97,95,36.61654055
2024-03-09 15:43:20,100,76,37.15538567
2024-02-07 20:53:59,100,71,36.57413823
2024-01-05 02:51:26,97,62,37.29023
2024-02-25 00:14:08,97,72,36.24576069
2024-01-25 13:10:24,100,83,37.01616087
2024-01-22 17:35:39,95,99,36.83933574
2024-01-09 10:54:33,97,65,37.28180352
2024-01-02 15:43:26,95,69,36.56731183
2024-02-29 00:56:56,96,98,36.36667719
2024-01-31 13:07:00,96,60,36.93204999
2024-02-26 05:39:39,100,80,37.31961928
2024-03-12 21:29:26,95,88,36.06428606
2024-02-04 21:45:21,96,100,36.58768449
2024-01-14 13:48:18,97,70,36.51572923
2024-02-16 18:39:47,95,64,36.48776508
2024-01-02 20:09:51,95,82,37.22238244
2024-01-05 00:32:05,100,62,37.02335968
2024-01-21 23:57:21,98,61,37.27523392
2024-01-02 08:28:42,98,98,36.51493898
2024-03-10 09:48:27,100,86,37.00289163
2024-01-20 18:59:00,95,76,36.65742931
2024-01-23 06:27:06,96,65,36.27992896
2024-03-11 22:16:53,95,82,36.5221342
2024-02-14 00:21:38,97,76,36.63368227
2024-02-11 01:03:10,95,73,37.26289505
2024-02-04 08:08:45,98,96,36.45707818
2024-03-09 10:42:18,96,90,36.28000388
2024-03-05 21:22:38,98,80,37.27501083
2024-01-11 00:50:28,95,75,36.00457775
2024-03-18 09:10:10,96,88,37.47981096
2024-01-15 05:58:46,99,80,37.20057534
2024-03-06 01:29:48,99,96,37.16421211
2024-02-27 19:54:06,99,66,37.29622642
2024-01-22 01:21:22,98,70,37.03391151
2024-02-15 09:47:01,100,97,36.79660608
2024-01-22 17:41:48,97,61,36.95443491
2024-01-18 10:02:38,99,68,36.09544553
2024-01-19 05:45:51,98,66,36.41980924
2024-03-10 13:47:01,98,62,37.21339327
2024-01-15 15:52:35,95,95,37.25097304
2024-03-09 21:12:58,98,79,36.58625595
2024-02-23 04:26:45,95,87,37.0692518
2024-02-18 08:07:44,97,61,37.12008654
2024-02-06 19:38:13,98,66,36.82372387
2024-03-02 20:03:50,98,89,36.38740557
2024-02-29 19:52:45,99,88,37.37933306
2024-02-18 14:07:00,100,62,36.55558531
2024-02-14 16:17:41,95,99,36.83318191
2024-01-17 01:02:40,100,99,36.39017341
2024-02-24 03:52:18,99,63,36.48699652
2024-02-11 14:30:48,99,91,36.22139501
2024-03-01 12:46:19,98,98,37.0083335
2024-02-24 22:19:27,96,65,36.81754297
2024-01-24 18:47:38,95,85,37.10619005
2024-03-18 02:46:55,100,90,36.83303954
2024-03-04 02:42:58,98,89,36.34933947
2024-02-10 01:01:55,95,69,36.64143258
2024-01-27 16:49:41,96,77,36.10900148
2024-03-03 04:17:43,100,79,36.74177956
2024-03-01 23:17:55,97,94,36.17568149
2024-03-17 19:48:31,96,98,36.05340648
2024-01-11 12:25:06,96,74,37.00532931
2024-01-07 02:46:37,98,92,36.96370243
2024-02-09 17:40:37,100,67,36.95775119
2024-02-20 10:12:09,99,67,36.23392906
2024-01-12 04:55:26,96,75,37.25058619
2024-03-14 20:11:41,97,84,37.38112712
2024-01-20 12:59:24,98,63,37.4292962
2024-02-27 04:44:48,99,66,36.14977593
2024-02-17 13:04:01,97,76,37.37626559
2024-01-24 12:50:54,100,84,36.53231559
2024-02-04 21:12:25,98,65,36.37724463
2024-01-01 17:12:19,99,65,36.7908589
2024-02-21 00:12:33,98,65,37.18049105
2024-03-01 01:09:43,99,85,36.51411381
2024-02-22 17:43:41,96,97,37.23866416
2024-01-04 20:35:41,96,64,37.13575434
2024-03-03 16:20:53,97,90,37.04645564
2024-02-14 15:32:05,99,87,37.08593876
2024-02-13 12:30:47,100,71,36.80382459
2024-01-31 09:35:58,95,77,36.20816683
2024-01-28 04:09:59,97,92,36.96973534
2024-03-11 18:02:19,95,71,36.81795147
2024-02-12 16:05:49,95,96,36.41504476
2024-01-17 18:45:50,99,63,36.42355167
2024-01-17 05:35:50,99,65,36.9143609
2024-02-16 14:24:22,95,60,36.1702844
2024-01-05 05:34:12,98,78,36.1933439
2024-01-02 21:30:54,99,73,36.78575946
2024-01-29 16:17:02,100,62,37.235327
2024-02-08 07:47:04,98,69,36.08419836
2024-01-08 14:44:49,100,66,36.38088593
2024-01-26 06:08:21,95,66,37.41835721
2024-01-07 01:03:59,97,83,36.52177775
2024-01-12 09:42:36,95,89,36.43254757
2024-03-15 17:31:59,98,81,37.33155768
2024-02-12 22:13:41,100,98,36.62302382
2024-02-21 14:38:37,95,68,37.0053631
2024-03-11 10:00:52,96,64,37.1866453
2024-03-08 06:28:10,97,66,37.19207866
2024-03-14 21:50:16,97,97,36.96166935
2024-01-12 04:08:54,99,93,36.87898878
2024-01-20 02:45:29,99,97,36.54803611
2024-01-23 13:26:03,100,71,36.56837032
2024-02-25 16:27:47,95,85,36.04580445
2024-02-20 14:52:59,99,90,36.61123006
2024-02-06 20:47:51,100,93,37.05337435
2024-03-17 00:09:03,95,75,37.10073768
2024-01-17 12:43:15,98,67,37.42469764
2024-02-16 07:27:06,95,69,36.91037545
2024-01-21 23:10:34,98,62,36.25206659
2024-03-07 12:37:11,100,67,36.75247358
2024-02-18 11:51:51,95,70,36.75138787
2024-02-03 00:09:20,99,76,36.2234809
2024-03-07 05:10:33,96,83,37.21786496
2024-03-14 18:49:32,95,62,37.10324595
2024-03-02 04:25:11,96,99,37.11974628
2024-01-19 15:05:53,98,79,36.80538845
2024-01-09 22:58:41,97,60,37.30892534
2024-01-05 16:30:05,98,99,37.26676092
2024-01-13 16:36:08,97,86,36.41047397
2024-03-18 15:53:20,95,98,37.44033749
2024-01-13 02:57:38,95,75,36.11637473
2024-03-10 23:32:57,98,80,36.88086794
2024-01-01 13:23:28,100,64,36.18833344
2024-01-03 06:17:36,100,74,37.07952618
2024-01-10 11:36:27,99,67,37.09817063
2024-01-22 19:11:17,100,82,36.3870483
2024-03-02 23:25:03,98,100,37.08788454
2024-01-27 20:50:36,99,83,37.43737286
2024-03-02 21:48:42,99,98,36.00943081
2024-02-08 03:41:37,97,88,36.17078047
2024-03-12 09:00:03,98,70,36.21437276
2024-01-07 22:34:05,99,73,36.68807599
2024-03-15 02:10:15,96,96,36.89662133
2024-02-15 05:45:08,100,93,36.22882154
2024-02-04 01:11:17,96,80,36.58968508
2024-03-06 01:55:27,96,93,36.9820628
2024-01-25 14:35:48,96,84,36.68818769
2024-01-26 07:31:33,100,97,37.47586465
2024-02-14 01:59:50,97,81,37.3082592
2024-01-16 20:36:06,96,90,36.08932206
2024-01-01 13:06:27,97,91,36.02541963
2024-03-05 04:00:12,100,63,36.7830662
2024-01-19 23:24:08,95,79,36.61620737
2024-03-12 04:50:07,100,98,36.59896761
2024-01-15 12:45:48,99,89,36.99941057
2024-01-15 13:10:11,99,85,37.27281954
2024-03-05 09:24:20,95,60,37.30896264
2024-01-13 17:18:40,95,78,36.64446598
2024-02-05 01:58:29,95,92,36.66506371
2024-03-12 01:07:18,100,70,36.40698746
2024-01-18 03:16:38,98,61,36.04995706
2024-01-21 09:12:08,100,90,36.26479152
2024-01-21 02:18:02,100,95,37.19485995
2024-01-30 07:55:56,99,81,36.12675902
2024-02-18 19:32:47,96,79,36.80419148
2024-01-20 00:33:11,97,66,37.00657972
2024-02-26 06:02:50,100,82,36.30342092
2024-02-06 19:24:25,96,65,37.03698782
2024-02-09 07:30:33,95,83,36.49910857
2024-01-12 00:45:52,98,79,36.86142957
2024-01-26 03:30:39,99,91,36.97429872
2024-02-12 18:13:37,100,96,36.13863348
2024-01-18 11:48:05,96,77,37.10897867
2024-03-11 22:45:29,95,81,37.39214924
2024-03-09 15:17:51,99,63,37.35376786
2024-01-13 08:22:17,98,62,37.14391707
2024-02-26 01:04:40,98,99,37.45398192
2024-03-13 21:15:56,96,71,36.28373096
2024-03-07 22:34:05,96,60,36.87938203
2024-01-23 14:16:31,98,98,36.48120684
2024-01-27 13:25:04,97,91,36.28597027
2024-01-17 09:41:46,98,74,37.24008748
2024-02-25 07:17:26,97,85,36.24557783
2024-01-27 14:22:25,97,74,37.47607737
2024-02-10 19:21:36,98,82,36.26500274
2024-03-12 05:33:16,97,84,36.64949121
2024-01-29 21:14:52,97,86,36.80140597
2024-03-01 10:24:22,98,98,36.39813711
2024-02-05 10:32:22,98,66,36.64516386
2024-02-26 03:31:06,97,78,36.90828748
2024-01-27 14:26:23,97,62,36.37413883
2024-03-06 14:38:37,100,79,36.66697909
2024-02-24 19:12:08,95,90,37.36545574
2024-01-17 16:25:33,98,62,37.41432366
2024-01-10 22:59:42,97,97,37.31813243
2024-02-12 05:29:41,96,84,36.47469866
2024-03-02 15:35:27,95,80,36.47634824
2024-01-18 21:36:17,95,90,36.4087932
2024-02-24 10:28:22,99,68,36.74976246
2024-02-01 15:34:06,99,87,36.33425738
2024-03-01 08:41:22,95,86,36.22338124
2024-01-17 21:41:34,97,70,37.49797842
2024-01-10 12:35:58,96,86,37.12469867
2024-03-10 09:54:37,100,99,37.29049833
2024-03-15 05:16:14,98,100,36.79154708
2024-02-29 02:01:45,100,71,36.54068759
2024-02-06 18:38:29,100,66,36.33511463
2024-02-12 02:01:49,100,89,36.26349827
2024-01-12 02:45:09,96,84,36.89822309
2024-02-01 07:02:23,99,86,37.06811493
2024-01-02 17:19:20,99,80,36.47310244
2024-01-27 01:46:55,100,73,37.01884544
2024-03-18 05:10:55,100,69,36.38125429
2024-01-02 06:34:06,100,89,36.69678106
2024-02-19 01:55:27,97,73,37.05955792
2024-01-16 22:26:43,99,74,36.89798405
2024-01-26 18:22:35,96,82,37.08027821
2024-03-02 05:09:49,98,65,36.58657354
2024-02-21 07:54:44,96,63,37.4548208
2024-01-25 14:31:22,97,82,36.86840374
2024-03-14 17:37:00,100,80,36.60494332
2024-02-24 04:00:28,100,68,36.48697663
2024-02-25 02:40:06,95,71,37.34791108
2024-01-10 07:38:14,100,66,36.12261987
2024-01-05 11:02:24,96,72,36.1432674
2024-02-24 18:49:51,95,88,37.24975656
2024-01-19 08:20:00,98,64,36.85472301
2024-01-12 18:19:59,97,80,36.2834374
2024-02-13 13:41:00,97,68,36.12970193
2024-01-23 05:00:32,100,65,36.66247483
2024-02-16 09:33:19,97,82,37.42224578
2024-02-11 18:58:03,98,96,36.43232979
2024-02-17 14:54:29,99,89,37.32017135
2024-03-01 09:49:43,98,88,36.84794376
2024-03-15 01:12:50,96,85,37.32102025
2024-01-18 07:02:04,95,76,37.04606506
2024-01-13 22:04:05,98,91,36.48177583
2024-02-24 16:47:44,100,69,36.61277303
2024-01-10 01:45:31,100,100,36.96585428
2024-02-14 00:00:46,95,89,36.17735188
2024-01-31 22:22:32,99,91,36.09306207
2024-03-02 05:04:51,98,62,37.09433754
2024-03-16 23:29:44,100,78,36.32015774
2024-01-25 11:45:39,96,82,37.49236936
2024-01-25 01:02:05,100,62,36.53346031
2024-02-01 00:30:57,96,60,37.33982103
2024-02-09 14:31:39,97,84,36.96050084
2024-01-05 10:47:15,99,64,36.03423175
2024-03-02 00:10:28,98,88,36.81846741
2024-01-02 09:16:56,98,61,37.18933528
2024-01-17 21:02:26,98,65,37.1367554
2024-03-07 12:37:41,98,72,36.52759536
2024-02-20 09:54:35,98,88,37.15297838
2024-03-04 05:46:41,100,91,37.31399715
2024-03-18 02:18:32,100,65,37.44684924
2024-02-10 18:25:51,99,68,37.32173321
2024-03-13 05:33:07,97,82,36.97554877
2024-01-06 07:40:04,96,61,37.13107753
2024-01-29 14:06:31,96,65,36.65370533
2024-03-08 14:07:25,99,92,37.3527032
2024-03-12 05:20:39,100,91,36.94045386
2024-02-10 14:55:18,97,74,36.56680268
2024-02-03 17:00:31,99,67,36.18262237
2024-02-21 23:47:01,99,100,36.78910716
2024-02-14 01:47:58,98,94,37.32222193
2024-01-24 15:40:33,100,96,36.85969657
2024-02-12 21:33:16,97,87,36.4656186
2024-03-09 11:41:45,100,96,36.75689385
2024-03-15 07:28:29,98,63,37.0487218
2024-01-17 15:45:50,97,78,36.14514407
2024-03-05 04:54:35,100,68,36.62258431
2024-02-04 03:37:26,97,90,36.9690566
2024-01-04 10:50:39,99,96,36.25502488
